player_display_name,recent_team,season,week,season_type,fantasy_points
Taylor Bertolet,LAC,2022,7,REG,3.0
Ka'imi Fairbairn,HOU,2022,1,REG,10.0
Ka'imi Fairbairn,HOU,2022,2,REG,11.0
Ka'imi Fairbairn,HOU,2022,3,REG,8.0
Ka'imi Fairbairn,HOU,2022,4,REG,7.0
Ka'imi Fairbairn,HOU,2022,5,REG,11.0
Ka'imi Fairbairn,HOU,2022,7,REG,10.0
Ka'imi Fairbairn,HOU,2022,8,REG,5.0
Ka'imi Fairbairn,HOU,2022,9,REG,5.0
Ka'imi Fairbairn,HOU,2022,10,REG,11.0
Ka'imi Fairbairn,HOU,2022,11,REG,4.0
Ka'imi Fairbairn,HOU,2022,12,REG,3.0
Ka'imi Fairbairn,HOU,2022,13,REG,7.0
Ka'imi Fairbairn,HOU,2022,14,REG,16.0
Ka'imi Fairbairn,HOU,2022,15,REG,6.0
Ka'imi Fairbairn,HOU,2022,16,REG,7.0
Ka'imi Fairbairn,HOU,2022,17,REG,5.0
Ka'imi Fairbairn,HOU,2022,18,REG,6.0
Harrison Butker,KC,2022,1,REG,9.0
Harrison Butker,KC,2022,6,REG,11.0
Harrison Butker,KC,2022,7,REG,6.0
Harrison Butker,KC,2022,9,REG,6.0
Harrison Butker,KC,2022,10,REG,3.0
Harrison Butker,KC,2022,11,REG,14.0
Harrison Butker,KC,2022,12,REG,14.0
Harrison Butker,KC,2022,13,REG,6.0
Harrison Butker,KC,2022,14,REG,11.0
Harrison Butker,KC,2022,15,REG,4.0
Harrison Butker,KC,2022,16,REG,7.0
Harrison Butker,KC,2022,17,REG,3.0
Harrison Butker,KC,2022,18,REG,8.0
Younghoe Koo,ATL,2022,1,REG,19.0
Younghoe Koo,ATL,2022,2,REG,5.0
Younghoe Koo,ATL,2022,3,REG,12.0
Younghoe Koo,ATL,2022,4,REG,12.0
Younghoe Koo,ATL,2022,5,REG,1.0
Younghoe Koo,ATL,2022,6,REG,4.0
Younghoe Koo,ATL,2022,7,REG,6.0
Younghoe Koo,ATL,2022,8,REG,14.0
Younghoe Koo,ATL,2022,9,REG,5.0
Younghoe Koo,ATL,2022,10,REG,3.0
Younghoe Koo,ATL,2022,11,REG,12.0
Younghoe Koo,ATL,2022,12,REG,9.0
Younghoe Koo,ATL,2022,13,REG,14.0
Younghoe Koo,ATL,2022,15,REG,4.0
Younghoe Koo,ATL,2022,16,REG,9.0
Younghoe Koo,ATL,2022,17,REG,8.0
Younghoe Koo,ATL,2022,18,REG,15.0
Jake Elliott,PHI,2022,1,REG,8.0
Jake Elliott,PHI,2022,2,REG,6.0
Jake Elliott,PHI,2022,3,REG,6.0
Jake Elliott,PHI,2022,4,REG,5.0
Jake Elliott,PHI,2022,6,REG,10.0
Jake Elliott,PHI,2022,8,REG,5.0
Jake Elliott,PHI,2022,9,REG,3.0
Jake Elliott,PHI,2022,10,REG,3.0
Jake Elliott,PHI,2022,11,REG,5.0
Jake Elliott,PHI,2022,12,REG,12.0
Jake Elliott,PHI,2022,13,REG,5.0
Jake Elliott,PHI,2022,14,REG,12.0
Jake Elliott,PHI,2022,15,REG,5.0
Jake Elliott,PHI,2022,16,REG,11.0
Jake Elliott,PHI,2022,17,REG,6.0
Jake Elliott,PHI,2022,18,REG,20.0
Michael Badgley,CHI,2022,4,REG,13.0
Michael Badgley,DET,2022,7,REG,9.0
Michael Badgley,DET,2022,8,REG,10.0
Michael Badgley,DET,2022,9,REG,1.0
Michael Badgley,DET,2022,10,REG,7.0
Michael Badgley,DET,2022,11,REG,7.0
Michael Badgley,DET,2022,12,REG,7.0
Michael Badgley,DET,2022,13,REG,19.0
Michael Badgley,DET,2022,14,REG,12.0
Michael Badgley,DET,2022,15,REG,8.0
Michael Badgley,DET,2022,16,REG,5.0
Michael Badgley,DET,2022,17,REG,12.0
Michael Badgley,DET,2022,18,REG,8.0
Daniel Carlson,LV,2022,1,REG,9.0
Daniel Carlson,LV,2022,2,REG,13.0
Daniel Carlson,LV,2022,3,REG,10.0
Daniel Carlson,LV,2022,4,REG,14.0
Daniel Carlson,LV,2022,5,REG,16.0
Daniel Carlson,LV,2022,7,REG,10.0
Daniel Carlson,LV,2022,9,REG,8.0
Daniel Carlson,LV,2022,10,REG,2.0
Daniel Carlson,LV,2022,11,REG,14.0
Daniel Carlson,LV,2022,12,REG,10.0
Daniel Carlson,LV,2022,13,REG,11.0
Daniel Carlson,LV,2022,14,REG,12.0
Daniel Carlson,LV,2022,15,REG,7.0
Daniel Carlson,LV,2022,16,REG,5.0
Daniel Carlson,LV,2022,17,REG,12.0
Daniel Carlson,LV,2022,18,REG,9.0
Eddy Pineiro,CAR,2022,1,REG,6.0
Eddy Pineiro,CAR,2022,2,REG,10.0
Eddy Pineiro,CAR,2022,3,REG,12.0
Eddy Pineiro,CAR,2022,4,REG,6.0
Eddy Pineiro,CAR,2022,5,REG,10.0
Eddy Pineiro,CAR,2022,6,REG,5.0
Eddy Pineiro,CAR,2022,7,REG,3.0
Eddy Pineiro,CAR,2022,8,REG,9.0
Eddy Pineiro,CAR,2022,9,REG,3.0
Eddy Pineiro,CAR,2022,10,REG,16.0
Eddy Pineiro,CAR,2022,11,REG,3.0
Eddy Pineiro,CAR,2022,12,REG,12.0
Eddy Pineiro,CAR,2022,14,REG,13.0
Eddy Pineiro,CAR,2022,15,REG,12.0
Eddy Pineiro,CAR,2022,16,REG,14.0
Eddy Pineiro,CAR,2022,17,REG,7.0
Eddy Pineiro,CAR,2022,18,REG,5.0
Greg Joseph,MIN,2022,1,REG,13.0
Greg Joseph,MIN,2022,2,REG,1.0
Greg Joseph,MIN,2022,3,REG,4.0
Greg Joseph,MIN,2022,4,REG,18.0
Greg Joseph,MIN,2022,5,REG,3.0
Greg Joseph,MIN,2022,6,REG,4.0
Greg Joseph,MIN,2022,8,REG,4.0
Greg Joseph,MIN,2022,9,REG,8.0
Greg Joseph,MIN,2022,10,REG,9.0
Greg Joseph,MIN,2022,11,REG,3.0
Greg Joseph,MIN,2022,12,REG,9.0
Greg Joseph,MIN,2022,13,REG,12.0
Greg Joseph,MIN,2022,14,REG,6.0
Greg Joseph,MIN,2022,15,REG,8.0
Greg Joseph,MIN,2022,16,REG,12.0
Greg Joseph,MIN,2022,17,REG,5.0
Greg Joseph,MIN,2022,18,REG,14.0
Jason Sanders,MIA,2022,1,REG,10.0
Jason Sanders,MIA,2022,2,REG,6.0
Jason Sanders,MIA,2022,3,REG,3.0
Jason Sanders,MIA,2022,4,REG,10.0
Jason Sanders,MIA,2022,5,REG,6.0
Jason Sanders,MIA,2022,6,REG,5.0
Jason Sanders,MIA,2022,7,REG,12.0
Jason Sanders,MIA,2022,8,REG,8.0
Jason Sanders,MIA,2022,9,REG,5.0
Jason Sanders,MIA,2022,10,REG,9.0
Jason Sanders,MIA,2022,12,REG,13.0
Jason Sanders,MIA,2022,13,REG,6.0
Jason Sanders,MIA,2022,14,REG,7.0
Jason Sanders,MIA,2022,15,REG,12.0
Jason Sanders,MIA,2022,16,REG,9.0
Jason Sanders,MIA,2022,17,REG,3.0
Jason Sanders,MIA,2022,18,REG,11.0
Tristan Vizcaino,ARI,2022,10,REG,10.0
Austin Seibert,DET,2022,1,REG,5.0
Austin Seibert,DET,2022,2,REG,11.0
Austin Seibert,DET,2022,3,REG,7.0
Matthew Wright,KC,2022,4,REG,12.0
Matthew Wright,KC,2022,5,REG,8.0
Matthew Wright,PIT,2022,10,REG,8.0
Matthew Wright,PIT,2022,11,REG,13.0
Matthew Wright,PIT,2022,12,REG,13.0
Matthew Wright,PIT,2022,13,REG,16.0
Joey Slye,WAS,2022,1,REG,2.0
Joey Slye,WAS,2022,2,REG,1.0
Joey Slye,WAS,2022,4,REG,5.0
Joey Slye,WAS,2022,5,REG,7.0
Joey Slye,WAS,2022,6,REG,6.0
Joey Slye,WAS,2022,7,REG,11.0
Joey Slye,WAS,2022,8,REG,5.0
Joey Slye,WAS,2022,9,REG,6.0
Joey Slye,WAS,2022,10,REG,19.0
Joey Slye,WAS,2022,11,REG,12.0
Joey Slye,WAS,2022,12,REG,8.0
Joey Slye,WAS,2022,13,REG,9.0
Joey Slye,WAS,2022,15,REG,9.0
Joey Slye,WAS,2022,16,REG,2.0
Joey Slye,WAS,2022,17,REG,5.0
Joey Slye,WAS,2022,18,REG,8.0
Matt Gay,LA,2022,1,REG,6.0
Matt Gay,LA,2022,2,REG,7.0
Matt Gay,LA,2022,3,REG,9.0
Matt Gay,LA,2022,4,REG,9.0
Matt Gay,LA,2022,5,REG,4.0
Matt Gay,LA,2022,6,REG,6.0
Matt Gay,LA,2022,8,REG,2.0
Matt Gay,LA,2022,9,REG,7.0
Matt Gay,LA,2022,10,REG,5.0
Matt Gay,LA,2022,11,REG,10.0
Matt Gay,LA,2022,12,REG,5.0
Matt Gay,LA,2022,13,REG,14.0
Matt Gay,LA,2022,14,REG,7.0
Matt Gay,LA,2022,15,REG,8.0
Matt Gay,LA,2022,16,REG,19.0
Matt Gay,LA,2022,17,REG,4.0
Matt Gay,LA,2022,18,REG,11.0
Chase McLaughlin,IND,2022,3,REG,11.0
Chase McLaughlin,IND,2022,4,REG,5.0
Chase McLaughlin,IND,2022,5,REG,17.0
Chase McLaughlin,IND,2022,6,REG,9.0
Chase McLaughlin,IND,2022,7,REG,6.0
Chase McLaughlin,IND,2022,8,REG,11.0
Chase McLaughlin,IND,2022,9,REG,4.0
Chase McLaughlin,IND,2022,10,REG,9.0
Chase McLaughlin,IND,2022,11,REG,12.0
Chase McLaughlin,IND,2022,12,REG,7.0
Chase McLaughlin,IND,2022,13,REG,9.0
Chase McLaughlin,IND,2022,15,REG,21.0
Chase McLaughlin,IND,2022,16,REG,4.0
Chase McLaughlin,IND,2022,17,REG,4.0
Chase McLaughlin,IND,2022,18,REG,9.0
Rodrigo Blankenship,IND,2022,1,REG,9.0
Rodrigo Blankenship,ARI,2022,7,REG,10.0
Tyler Bass,BUF,2022,1,REG,8.0
Tyler Bass,BUF,2022,2,REG,12.0
Tyler Bass,BUF,2022,3,REG,5.0
Tyler Bass,BUF,2022,4,REG,11.0
Tyler Bass,BUF,2022,5,REG,8.0
Tyler Bass,BUF,2022,6,REG,6.0
Tyler Bass,BUF,2022,8,REG,10.0
Tyler Bass,BUF,2022,9,REG,7.0
Tyler Bass,BUF,2022,10,REG,13.0
Tyler Bass,BUF,2022,11,REG,23.0
Tyler Bass,BUF,2022,12,REG,10.0
Tyler Bass,BUF,2022,13,REG,7.0
Tyler Bass,BUF,2022,14,REG,9.0
Tyler Bass,BUF,2022,15,REG,6.0
Tyler Bass,BUF,2022,16,REG,3.0
Tyler Bass,BUF,2022,18,REG,5.0
Dominik Eberle,DET,2022,4,REG,6.0
Matt Ammendola,KC,2022,2,REG,9.0
Matt Ammendola,KC,2022,3,REG,3.0
Matt Ammendola,ARI,2022,5,REG,5.0
Matt Ammendola,ARI,2022,6,REG,3.0
Riley Patterson,JAX,2022,1,REG,12.0
Riley Patterson,JAX,2022,2,REG,8.0
Riley Patterson,JAX,2022,3,REG,12.0
Riley Patterson,JAX,2022,4,REG,3.0
Riley Patterson,JAX,2022,5,REG,7.0
Riley Patterson,JAX,2022,6,REG,3.0
Riley Patterson,JAX,2022,7,REG,3.0
Riley Patterson,JAX,2022,8,REG,5.0
Riley Patterson,JAX,2022,9,REG,11.0
Riley Patterson,JAX,2022,10,REG,5.0
Riley Patterson,JAX,2022,12,REG,8.0
Riley Patterson,JAX,2022,13,REG,7.0
Riley Patterson,JAX,2022,14,REG,13.0
Riley Patterson,JAX,2022,15,REG,11.0
Riley Patterson,JAX,2022,16,REG,15.0
Riley Patterson,JAX,2022,17,REG,9.0
Riley Patterson,JAX,2022,18,REG,8.0
Evan McPherson,CIN,2022,1,REG,8.0
Evan McPherson,CIN,2022,2,REG,13.0
Evan McPherson,CIN,2022,3,REG,10.0
Evan McPherson,CIN,2022,4,REG,11.0
Evan McPherson,CIN,2022,5,REG,6.0
Evan McPherson,CIN,2022,6,REG,8.0
Evan McPherson,CIN,2022,7,REG,5.0
Evan McPherson,CIN,2022,8,REG,1.0
Evan McPherson,CIN,2022,9,REG,6.0
Evan McPherson,CIN,2022,11,REG,17.0
Evan McPherson,CIN,2022,12,REG,9.0
Evan McPherson,CIN,2022,13,REG,10.0
Evan McPherson,CIN,2022,14,REG,5.0
Evan McPherson,CIN,2022,15,REG,9.0
Evan McPherson,CIN,2022,16,REG,4.0
Evan McPherson,CIN,2022,18,REG,9.0
Cameron Dicker,PHI,2022,5,REG,9.0
Cameron Dicker,LAC,2022,9,REG,8.0
Cameron Dicker,LAC,2022,10,REG,12.0
Cameron Dicker,LAC,2022,11,REG,10.0
Cameron Dicker,LAC,2022,12,REG,5.0
Cameron Dicker,LAC,2022,13,REG,8.0
Cameron Dicker,LAC,2022,14,REG,11.0
Cameron Dicker,LAC,2022,15,REG,6.0
Cameron Dicker,LAC,2022,16,REG,8.0
Cameron Dicker,LAC,2022,17,REG,8.0
Cameron Dicker,LAC,2022,18,REG,9.0
Caleb Shudak,TEN,2022,12,REG,10.0
Nick Sciba,PIT,2022,8,REG,7.0
Cade York,CLE,2022,1,REG,16.0
Cade York,CLE,2022,2,REG,6.0
Cade York,CLE,2022,3,REG,5.0
Cade York,CLE,2022,4,REG,9.0
Cade York,CLE,2022,5,REG,4.0
Cade York,CLE,2022,6,REG,12.0
Cade York,CLE,2022,7,REG,9.0
Cade York,CLE,2022,8,REG,8.0
Cade York,CLE,2022,10,REG,5.0
Cade York,CLE,2022,11,REG,5.0
Cade York,CLE,2022,12,REG,7.0
Cade York,CLE,2022,13,REG,11.0
Cade York,CLE,2022,14,REG,4.0
Cade York,CLE,2022,15,REG,8.0
Cade York,CLE,2022,16,REG,4.0
Cade York,CLE,2022,17,REG,6.0
Cade York,CLE,2022,18,REG,2.0
