player_display_name,recent_team,season,week,season_type,fantasy_points
Greg Zuerlein,DAL,2021,1,REG,12.0
Greg Zuerlein,DAL,2021,2,REG,10.0
Greg Zuerlein,DAL,2021,3,REG,5.0
Greg Zuerlein,DAL,2021,4,REG,6.0
Greg Zuerlein,DAL,2021,5,REG,14.0
Greg Zuerlein,DAL,2021,6,REG,13.0
Greg Zuerlein,DAL,2021,8,REG,8.0
Greg Zuerlein,DAL,2021,11,REG,10.0
Greg Zuerlein,DAL,2021,12,REG,8.0
Greg Zuerlein,DAL,2021,13,REG,11.0
Greg Zuerlein,DAL,2021,14,REG,13.0
Greg Zuerlein,DAL,2021,15,REG,10.0
Greg Zuerlein,DAL,2021,16,REG,8.0
Greg Zuerlein,DAL,2021,17,REG,2.0
Greg Zuerlein,DAL,2021,18,REG,10.0
Brandon McManus,DEN,2021,1,REG,9.0
Brandon McManus,DEN,2021,2,REG,13.0
Brandon McManus,DEN,2021,3,REG,16.0
Brandon McManus,DEN,2021,4,REG,1.0
Brandon McManus,DEN,2021,5,REG,7.0
Brandon McManus,DEN,2021,6,REG,6.0
Brandon McManus,DEN,2021,7,REG,2.0
Brandon McManus,DEN,2021,8,REG,6.0
Brandon McManus,DEN,2021,9,REG,13.0
Brandon McManus,DEN,2021,10,REG,7.0
Brandon McManus,DEN,2021,12,REG,4.0
Brandon McManus,DEN,2021,13,REG,4.0
Brandon McManus,DEN,2021,14,REG,10.0
Brandon McManus,DEN,2021,15,REG,6.0
Brandon McManus,DEN,2021,16,REG,10.0
Brandon McManus,DEN,2021,17,REG,9.0
Brandon McManus,DEN,2021,18,REG,6.0
Dustin Hopkins,WAS,2021,1,REG,12.0
Dustin Hopkins,WAS,2021,2,REG,14.0
Dustin Hopkins,WAS,2021,3,REG,3.0
Dustin Hopkins,WAS,2021,4,REG,4.0
Dustin Hopkins,WAS,2021,5,REG,11.0
Dustin Hopkins,WAS,2021,6,REG,10.0
Dustin Hopkins,LAC,2021,8,REG,7.0
Dustin Hopkins,LAC,2021,9,REG,7.0
Dustin Hopkins,LAC,2021,10,REG,9.0
Dustin Hopkins,LAC,2021,11,REG,12.0
Dustin Hopkins,LAC,2021,12,REG,1.0
Dustin Hopkins,LAC,2021,13,REG,11.0
Dustin Hopkins,LAC,2021,14,REG,13.0
Dustin Hopkins,LAC,2021,15,REG,4.0
Dustin Hopkins,LAC,2021,16,REG,12.0
Dustin Hopkins,LAC,2021,17,REG,10.0
Dustin Hopkins,LAC,2021,18,REG,7.0
Brett Maher,NO,2021,11,REG,5.0
Brett Maher,NO,2021,13,REG,6.0
Brett Maher,NO,2021,14,REG,12.0
Brett Maher,NO,2021,15,REG,10.0
Brett Maher,NO,2021,16,REG,3.0
Brett Maher,NO,2021,17,REG,14.0
Brett Maher,NO,2021,18,REG,12.0
Cody Parkey,NO,2021,5,REG,3.0
Chris Boswell,PIT,2021,1,REG,12.0
Chris Boswell,PIT,2021,2,REG,7.0
Chris Boswell,PIT,2021,3,REG,4.0
Chris Boswell,PIT,2021,4,REG,7.0
Chris Boswell,PIT,2021,5,REG,11.0
Chris Boswell,PIT,2021,6,REG,13.0
Chris Boswell,PIT,2021,8,REG,3.0
Chris Boswell,PIT,2021,9,REG,16.0
Chris Boswell,PIT,2021,10,REG,12.0
Chris Boswell,PIT,2021,11,REG,14.0
Chris Boswell,PIT,2021,12,REG,5.0
Chris Boswell,PIT,2021,13,REG,9.0
Chris Boswell,PIT,2021,14,REG,2.0
Chris Boswell,PIT,2021,15,REG,15.0
Chris Boswell,PIT,2021,16,REG,4.0
Chris Boswell,PIT,2021,17,REG,17.0
Chris Boswell,PIT,2021,18,REG,11.0
Cairo Santos,CHI,2021,1,REG,2.0
Cairo Santos,CHI,2021,2,REG,8.0
Cairo Santos,CHI,2021,3,REG,7.0
Cairo Santos,CHI,2021,4,REG,6.0
Cairo Santos,CHI,2021,5,REG,10.0
Cairo Santos,CHI,2021,6,REG,2.0
Cairo Santos,CHI,2021,7,REG,3.0
Cairo Santos,CHI,2021,8,REG,11.0
Cairo Santos,CHI,2021,9,REG,9.0
Cairo Santos,CHI,2021,11,REG,1.0
Cairo Santos,CHI,2021,12,REG,11.0
Cairo Santos,CHI,2021,13,REG,2.0
Cairo Santos,CHI,2021,14,REG,14.0
Cairo Santos,CHI,2021,15,REG,3.0
Cairo Santos,CHI,2021,16,REG,5.0
Cairo Santos,CHI,2021,17,REG,10.0
Cairo Santos,CHI,2021,18,REG,12.0
Jason Myers,SEA,2021,1,REG,4.0
Jason Myers,SEA,2021,2,REG,6.0
Jason Myers,SEA,2021,3,REG,7.0
Jason Myers,SEA,2021,4,REG,4.0
Jason Myers,SEA,2021,5,REG,5.0
Jason Myers,SEA,2021,6,REG,10.0
Jason Myers,SEA,2021,7,REG,6.0
Jason Myers,SEA,2021,8,REG,7.0
Jason Myers,SEA,2021,11,REG,7.0
Jason Myers,SEA,2021,12,REG,1.0
Jason Myers,SEA,2021,13,REG,4.0
Jason Myers,SEA,2021,14,REG,7.0
Jason Myers,SEA,2021,15,REG,4.0
Jason Myers,SEA,2021,16,REG,6.0
Jason Myers,SEA,2021,17,REG,18.0
Jason Myers,SEA,2021,18,REG,8.0
Josh Lambo,JAX,2021,1,REG,3.0
Josh Lambo,JAX,2021,2,REG,1.0
Josh Lambo,JAX,2021,3,REG,1.0
Ka'imi Fairbairn,HOU,2021,5,REG,4.0
Ka'imi Fairbairn,HOU,2021,6,REG,3.0
Ka'imi Fairbairn,HOU,2021,7,REG,5.0
Ka'imi Fairbairn,HOU,2021,8,REG,2.0
Ka'imi Fairbairn,HOU,2021,9,REG,10.0
Ka'imi Fairbairn,HOU,2021,11,REG,11.0
Ka'imi Fairbairn,HOU,2021,12,REG,2.0
Ka'imi Fairbairn,HOU,2021,14,REG,9.0
Ka'imi Fairbairn,HOU,2021,15,REG,16.0
Ka'imi Fairbairn,HOU,2021,17,REG,1.0
Ka'imi Fairbairn,HOU,2021,18,REG,5.0
Aldrick Rosas,NO,2021,1,REG,9.0
Aldrick Rosas,NO,2021,2,REG,1.0
Aldrick Rosas,NO,2021,3,REG,4.0
Aldrick Rosas,NO,2021,4,REG,3.0
Aldrick Rosas,DET,2021,11,REG,5.0
Harrison Butker,KC,2021,1,REG,10.0
Harrison Butker,KC,2021,2,REG,5.0
Harrison Butker,KC,2021,3,REG,6.0
Harrison Butker,KC,2021,4,REG,6.0
Harrison Butker,KC,2021,5,REG,10.0
Harrison Butker,KC,2021,6,REG,9.0
Harrison Butker,KC,2021,7,REG,4.0
Harrison Butker,KC,2021,8,REG,8.0
Harrison Butker,KC,2021,9,REG,9.0
Harrison Butker,KC,2021,10,REG,12.0
Harrison Butker,KC,2021,11,REG,9.0
Harrison Butker,KC,2021,13,REG,13.0
Harrison Butker,KC,2021,14,REG,14.0
Harrison Butker,KC,2021,15,REG,8.0
Harrison Butker,KC,2021,17,REG,7.0
Harrison Butker,KC,2021,18,REG,10.0
Younghoe Koo,ATL,2021,1,REG,6.0
Younghoe Koo,ATL,2021,2,REG,5.0
Younghoe Koo,ATL,2021,3,REG,6.0
Younghoe Koo,ATL,2021,4,REG,6.0
Younghoe Koo,ATL,2021,5,REG,11.0
Younghoe Koo,ATL,2021,7,REG,12.0
Younghoe Koo,ATL,2021,8,REG,10.0
Younghoe Koo,ATL,2021,9,REG,9.0
Younghoe Koo,ATL,2021,10,REG,3.0
Younghoe Koo,ATL,2021,11,REG,0.0
Younghoe Koo,ATL,2021,12,REG,3.0
Younghoe Koo,ATL,2021,13,REG,5.0
Younghoe Koo,ATL,2021,14,REG,12.0
Younghoe Koo,ATL,2021,15,REG,8.0
Younghoe Koo,ATL,2021,16,REG,11.0
Younghoe Koo,ATL,2021,17,REG,7.0
Younghoe Koo,ATL,2021,18,REG,11.0
Jake Elliott,PHI,2021,1,REG,7.0
Jake Elliott,PHI,2021,2,REG,4.0
Jake Elliott,PHI,2021,3,REG,3.0
Jake Elliott,PHI,2021,4,REG,12.0
Jake Elliott,PHI,2021,5,REG,9.0
Jake Elliott,PHI,2021,6,REG,2.0
Jake Elliott,PHI,2021,7,REG,2.0
Jake Elliott,PHI,2021,8,REG,16.0
Jake Elliott,PHI,2021,9,REG,6.0
Jake Elliott,PHI,2021,10,REG,14.0
Jake Elliott,PHI,2021,11,REG,19.0
Jake Elliott,PHI,2021,12,REG,1.0
Jake Elliott,PHI,2021,13,REG,17.0
Jake Elliott,PHI,2021,15,REG,9.0
Jake Elliott,PHI,2021,16,REG,10.0
Jake Elliott,PHI,2021,17,REG,10.0
Jake Elliott,PHI,2021,18,REG,9.0
Zane Gonzalez,CAR,2021,2,REG,9.0
Zane Gonzalez,CAR,2021,3,REG,6.0
Zane Gonzalez,CAR,2021,4,REG,4.0
Zane Gonzalez,CAR,2021,5,REG,14.0
Zane Gonzalez,CAR,2021,6,REG,9.0
Zane Gonzalez,CAR,2021,7,REG,4.0
Zane Gonzalez,CAR,2021,8,REG,17.0
Zane Gonzalez,CAR,2021,9,REG,7.0
Zane Gonzalez,CAR,2021,10,REG,17.0
Zane Gonzalez,CAR,2021,11,REG,3.0
Zane Gonzalez,CAR,2021,12,REG,5.0
Zane Gonzalez,CAR,2021,14,REG,3.0
Michael Badgley,TEN,2021,1,REG,1.0
Michael Badgley,IND,2021,6,REG,8.0
Michael Badgley,IND,2021,7,REG,7.0
Michael Badgley,IND,2021,8,REG,7.0
Michael Badgley,IND,2021,9,REG,9.0
Michael Badgley,IND,2021,10,REG,11.0
Michael Badgley,IND,2021,11,REG,11.0
Michael Badgley,IND,2021,12,REG,8.0
Michael Badgley,IND,2021,13,REG,7.0
Michael Badgley,IND,2021,15,REG,10.0
Michael Badgley,IND,2021,16,REG,9.0
Michael Badgley,IND,2021,17,REG,10.0
Michael Badgley,IND,2021,18,REG,4.0
Daniel Carlson,LV,2021,1,REG,11.0
Daniel Carlson,LV,2021,2,REG,17.0
Daniel Carlson,LV,2021,3,REG,13.0
Daniel Carlson,LV,2021,4,REG,2.0
Daniel Carlson,LV,2021,5,REG,3.0
Daniel Carlson,LV,2021,6,REG,12.0
Daniel Carlson,LV,2021,7,REG,9.0
Daniel Carlson,LV,2021,9,REG,10.0
Daniel Carlson,LV,2021,10,REG,2.0
Daniel Carlson,LV,2021,11,REG,8.0
Daniel Carlson,LV,2021,12,REG,21.0
Daniel Carlson,LV,2021,13,REG,11.0
Daniel Carlson,LV,2021,14,REG,3.0
Daniel Carlson,LV,2021,15,REG,12.0
Daniel Carlson,LV,2021,16,REG,6.0
Daniel Carlson,LV,2021,17,REG,13.0
Daniel Carlson,LV,2021,18,REG,21.0
Eddy Pineiro,NYJ,2021,14,REG,10.0
Eddy Pineiro,NYJ,2021,15,REG,6.0
Eddy Pineiro,NYJ,2021,16,REG,9.0
Eddy Pineiro,NYJ,2021,17,REG,8.0
Eddy Pineiro,NYJ,2021,18,REG,5.0
Greg Joseph,MIN,2021,1,REG,8.0
Greg Joseph,MIN,2021,2,REG,13.0
Greg Joseph,MIN,2021,3,REG,13.0
Greg Joseph,MIN,2021,4,REG,1.0
Greg Joseph,MIN,2021,5,REG,17.0
Greg Joseph,MIN,2021,6,REG,10.0
Greg Joseph,MIN,2021,8,REG,12.0
Greg Joseph,MIN,2021,9,REG,7.0
Greg Joseph,MIN,2021,10,REG,10.0
Greg Joseph,MIN,2021,11,REG,10.0
Greg Joseph,MIN,2021,12,REG,2.0
Greg Joseph,MIN,2021,13,REG,10.0
Greg Joseph,MIN,2021,14,REG,13.0
Greg Joseph,MIN,2021,15,REG,5.0
Greg Joseph,MIN,2021,16,REG,12.0
Greg Joseph,MIN,2021,17,REG,6.0
Greg Joseph,MIN,2021,18,REG,7.0
Ryan Santoso,CAR,2021,1,REG,7.0
Ryan Santoso,DET,2021,3,REG,5.0
Ryan Santoso,DET,2021,4,REG,2.0
Ryan Santoso,DET,2021,10,REG,4.0
Jason Sanders,MIA,2021,1,REG,6.0
Jason Sanders,MIA,2021,3,REG,11.0
Jason Sanders,MIA,2021,4,REG,5.0
Jason Sanders,MIA,2021,5,REG,5.0
Jason Sanders,MIA,2021,6,REG,8.0
Jason Sanders,MIA,2021,7,REG,4.0
Jason Sanders,MIA,2021,8,REG,5.0
Jason Sanders,MIA,2021,9,REG,6.0
Jason Sanders,MIA,2021,10,REG,10.0
Jason Sanders,MIA,2021,11,REG,6.0
Jason Sanders,MIA,2021,12,REG,10.0
Jason Sanders,MIA,2021,13,REG,10.0
Jason Sanders,MIA,2021,15,REG,7.0
Jason Sanders,MIA,2021,16,REG,9.0
Jason Sanders,MIA,2021,17,REG,3.0
Jason Sanders,MIA,2021,18,REG,10.0
Tristan Vizcaino,LAC,2021,1,REG,8.0
Tristan Vizcaino,LAC,2021,2,REG,10.0
Tristan Vizcaino,LAC,2021,3,REG,4.0
Tristan Vizcaino,LAC,2021,4,REG,4.0
Tristan Vizcaino,LAC,2021,5,REG,3.0
Tristan Vizcaino,LAC,2021,6,REG,0.0
Chris Blewitt,WAS,2021,7,REG,5.0
Chris Blewitt,WAS,2021,8,REG,6.0
Elliott Fry,KC,2021,16,REG,13.0
Elliott Fry,CIN,2021,18,REG,4.0
Austin Seibert,DET,2021,1,REG,6.0
Austin Seibert,DET,2021,2,REG,6.0
Austin Seibert,DET,2021,5,REG,12.0
Austin Seibert,DET,2021,6,REG,3.0
Austin Seibert,DET,2021,7,REG,15.0
Austin Seibert,DET,2021,8,REG,0.0
Matthew Wright,JAX,2021,4,REG,3.0
Matthew Wright,JAX,2021,5,REG,1.0
Matthew Wright,JAX,2021,6,REG,16.0
Matthew Wright,JAX,2021,8,REG,1.0
Matthew Wright,JAX,2021,9,REG,11.0
Matthew Wright,JAX,2021,10,REG,5.0
Matthew Wright,JAX,2021,11,REG,4.0
Matthew Wright,JAX,2021,12,REG,6.0
Matthew Wright,JAX,2021,13,REG,1.0
Matthew Wright,JAX,2021,15,REG,10.0
Matthew Wright,JAX,2021,16,REG,11.0
Matthew Wright,JAX,2021,17,REG,4.0
Matthew Wright,JAX,2021,18,REG,14.0
Joey Slye,HOU,2021,1,REG,14.0
Joey Slye,HOU,2021,2,REG,3.0
Joey Slye,HOU,2021,3,REG,5.0
Joey Slye,SF,2021,5,REG,5.0
Joey Slye,SF,2021,7,REG,8.0
Joey Slye,SF,2021,8,REG,16.0
Joey Slye,WAS,2021,10,REG,12.0
Joey Slye,WAS,2021,11,REG,9.0
Joey Slye,WAS,2021,12,REG,3.0
Joey Slye,WAS,2021,16,REG,2.0
Joey Slye,WAS,2021,17,REG,12.0
Joey Slye,WAS,2021,18,REG,11.0
Matt Gay,LA,2021,1,REG,12.0
Matt Gay,LA,2021,2,REG,9.0
Matt Gay,LA,2021,3,REG,11.0
Matt Gay,LA,2021,4,REG,9.0
Matt Gay,LA,2021,5,REG,9.0
Matt Gay,LA,2021,6,REG,8.0
Matt Gay,LA,2021,7,REG,9.0
Matt Gay,LA,2021,8,REG,8.0
Matt Gay,LA,2021,9,REG,12.0
Matt Gay,LA,2021,10,REG,4.0
Matt Gay,LA,2021,12,REG,8.0
Matt Gay,LA,2021,13,REG,15.0
Matt Gay,LA,2021,14,REG,14.0
Matt Gay,LA,2021,15,REG,10.0
Matt Gay,LA,2021,16,REG,12.0
Matt Gay,LA,2021,17,REG,2.0
Matt Gay,LA,2021,18,REG,7.0
Chase McLaughlin,CLE,2021,1,REG,3.0
Chase McLaughlin,CLE,2021,2,REG,7.0
Chase McLaughlin,CLE,2021,3,REG,19.0
Chase McLaughlin,CLE,2021,4,REG,9.0
Chase McLaughlin,CLE,2021,5,REG,10.0
Chase McLaughlin,CLE,2021,6,REG,2.0
Chase McLaughlin,CLE,2021,7,REG,7.0
Chase McLaughlin,CLE,2021,8,REG,4.0
Chase McLaughlin,CLE,2021,9,REG,11.0
Chase McLaughlin,CLE,2021,10,REG,1.0
Chase McLaughlin,CLE,2021,11,REG,1.0
Chase McLaughlin,CLE,2021,12,REG,5.0
Chase McLaughlin,CLE,2021,14,REG,7.0
Chase McLaughlin,CLE,2021,15,REG,2.0
Chase McLaughlin,CLE,2021,17,REG,2.0
Chase McLaughlin,CLE,2021,18,REG,3.0
Lirim Hajrullahu,DAL,2021,10,REG,5.0
Lirim Hajrullahu,CAR,2021,16,REG,6.0
Lirim Hajrullahu,CAR,2021,17,REG,4.0
Lirim Hajrullahu,CAR,2021,18,REG,5.0
Rodrigo Blankenship,IND,2021,1,REG,4.0
Rodrigo Blankenship,IND,2021,2,REG,12.0
Rodrigo Blankenship,IND,2021,3,REG,11.0
Rodrigo Blankenship,IND,2021,4,REG,10.0
Rodrigo Blankenship,IND,2021,5,REG,8.0
Tyler Bass,BUF,2021,1,REG,11.0
Tyler Bass,BUF,2021,2,REG,5.0
Tyler Bass,BUF,2021,3,REG,14.0
Tyler Bass,BUF,2021,4,REG,16.0
Tyler Bass,BUF,2021,5,REG,8.0
Tyler Bass,BUF,2021,6,REG,13.0
Tyler Bass,BUF,2021,8,REG,10.0
Tyler Bass,BUF,2021,9,REG,7.0
Tyler Bass,BUF,2021,10,REG,9.0
Tyler Bass,BUF,2021,11,REG,1.0
Tyler Bass,BUF,2021,12,REG,7.0
Tyler Bass,BUF,2021,13,REG,4.0
Tyler Bass,BUF,2021,14,REG,9.0
Tyler Bass,BUF,2021,15,REG,7.0
Tyler Bass,BUF,2021,16,REG,9.0
Tyler Bass,BUF,2021,17,REG,3.0
Tyler Bass,BUF,2021,18,REG,10.0
Dominik Eberle,HOU,2021,16,REG,13.0
Matt Ammendola,NYJ,2021,2,REG,6.0
Matt Ammendola,NYJ,2021,4,REG,9.0
Matt Ammendola,NYJ,2021,5,REG,7.0
Matt Ammendola,NYJ,2021,7,REG,1.0
Matt Ammendola,NYJ,2021,8,REG,8.0
Matt Ammendola,NYJ,2021,9,REG,6.0
Matt Ammendola,NYJ,2021,10,REG,6.0
Matt Ammendola,NYJ,2021,11,REG,5.0
Matt Ammendola,NYJ,2021,12,REG,7.0
Chris Naggar,CLE,2021,16,REG,4.0
Brian Johnson,NO,2021,7,REG,7.0
Brian Johnson,NO,2021,8,REG,12.0
Brian Johnson,NO,2021,9,REG,9.0
Brian Johnson,NO,2021,10,REG,3.0
Brian Johnson,WAS,2021,13,REG,6.0
Brian Johnson,WAS,2021,14,REG,0.0
Brian Johnson,WAS,2021,15,REG,5.0
Alex Kessman,NYJ,2021,13,REG,0.0
Riley Patterson,DET,2021,12,REG,2.0
Riley Patterson,DET,2021,13,REG,13.0
Riley Patterson,DET,2021,14,REG,4.0
Riley Patterson,DET,2021,15,REG,14.0
Riley Patterson,DET,2021,16,REG,10.0
Riley Patterson,DET,2021,17,REG,3.0
Riley Patterson,DET,2021,18,REG,13.0
Evan McPherson,CIN,2021,1,REG,11.0
Evan McPherson,CIN,2021,2,REG,7.0
Evan McPherson,CIN,2021,3,REG,7.0
Evan McPherson,CIN,2021,4,REG,6.0
Evan McPherson,CIN,2021,5,REG,2.0
Evan McPherson,CIN,2021,6,REG,11.0
Evan McPherson,CIN,2021,7,REG,13.0
Evan McPherson,CIN,2021,8,REG,7.0
Evan McPherson,CIN,2021,9,REG,4.0
Evan McPherson,CIN,2021,11,REG,21.0
Evan McPherson,CIN,2021,12,REG,13.0
Evan McPherson,CIN,2021,13,REG,5.0
Evan McPherson,CIN,2021,14,REG,12.0
Evan McPherson,CIN,2021,15,REG,13.0
Evan McPherson,CIN,2021,16,REG,11.0
Evan McPherson,CIN,2021,17,REG,11.0
